probe_id	chromosome	probe_location	gene_id
cg20757758	1	42922000	ZMYND12
cg20757912	5	81047188	SSBP2
cg20758803	1	113933172	MAGI3
cg20760063	17	41277580	NBR2
cg20761322	15	78423564	CIB2
cg20764656	14	65410479	GPX2
cg20767356	1	150693100	HORMAD1
cg20767936	2	190526040	ASNSD1
cg20768743	18	67624846	CD226
cg20769102	8	101162761	POLR2K
cg20769774	16	50775476	CYLD
cg20769842	15	23810238	MKRN3
cg20770175	2	189839474	COL3A1
cg20770311	11	6411396	SMPD1
cg20770803	17	40950659	CNTD
cg20771670	1	201438018	PHLDA3
cg20772904	16	46654722	SHCBP1
cg20773127	4	111397155	ENPEP
cg20774846	8	105479420	DPYS
cg20775254	2	95940705	PROM2
cg20775840	5	151150431	G3BP
cg20775959	15	80696264	ARNT2
cg20776317	9	139292793	SNAPC4
cg20777437	1	54619703	CDCP2
cg20778294	10	103892833	PPRC1
cg20778669	10	131355217	MGMT
cg20779414	12	57505882	STAT6
cg20780953	19	11450511	RAB3D
cg20781140	2	175352216	GPR155
cg20781967	12	772688	NINJ2
cg20782689	14	23234972	OXA1L
cg20784775	12	29937585	ARG99
cg20785344	12	133287770	PGAM5
cg20786074	2	56150255	EFEMP1
cg20787196	12	26987031	ITPR2
cg20788083	15	91566802	VPS33B
cg20789620	19	4304334	FSD1
cg20789691	9	5340039	RLN1
cg20789824	9	127562861	OLFML2A
cg20790056	19	4303012	MGC23244
cg20790540	6	42884350	PTCRA
cg20791593	2	242751796	NEU4
cg20791841	19	12777736	MAN2B1
cg20792062	12	5153288	KCNA5
cg20792294	11	2165425	IGF2AS
cg20792833	11	67205195	PTPRCAP
cg20793071	1	54520450	TMEM59
cg20795401	2	173291908	ITGA6
cg20795863	2	233896119	NEU2
cg20795913	17	40718830	MLX
cg20797216	19	8212234	FBN3
cg20797699	17	61776851	LIMD2
cg20797766	16	2770866	PRSS27
cg20798152	5	71014900	CART
cg20801056	18	74844767	MBP
cg20802051	1	65613403	AK3L1
cg20802392	1	150780684	CTSK
cg20803370	1	161136162	PPOX
cg20804101	12	371916	SLC6A13
cg20804555	14	95235869	GSC
cg20804821	3	51988454	GPR62
cg20807545	16	77469538	ADAMTS18
cg20807701	7	108209641	DNAJB9
cg20808145	11	66025705	KLC2
cg20811273	4	185570979	FLJ33167
cg20811389	9	99381113	CDC14B
cg20811607	6	109760831	SMPD2
cg20812929	14	24458345	DHRS4L2
cg20813773	5	93953866	MGC34713
cg20815063	11	94227320	MRE11A
cg20816612	X	71933629	PHKA1
cg20821095	11	70049116	FADD
cg20822579	14	24809073	RIPK3
cg20822628	20	61041592	GATA5
cg20824576	3	107809695	CD47
cg20825323	X	69353047	IGBP1
cg20828084	15	81070851	KIAA1199
cg20830531	4	123844416	NUDT6
cg20831492	7	93633593	BET1
cg20831708	10	102279373	SEC31L2
cg20832009	X	67867718	STARD8
cg20832020	3	114012912	VSIG9
cg20833786	11	18141393	MRGPRX3
cg20835282	3	49314454	C3orf62
cg20837735	18	61144177	SERPINB5
cg20839025	21	19776616	PRSS7
cg20839149	1	156786601	SH2D2A
cg20839219	18	33710235	SLC39A6
cg20840847	15	29213626	APBA2
cg20842040	X	12809608	PRPS2
cg20843052	2	61293725	KIAA1841
cg20845050	8	146053666	ZNF7
cg20847746	1	153600865	S100A1
cg20848130	1	228337776	GJA12
cg20849549	10	89623138	PTEN
cg20849987	X	114524470	LUZP4
cg20850582	4	151936449	LRBA
cg20850981	6	28322103	ZNF323
cg20851097	14	65289835	SPTB
cg20851245	2	219538212	RNF25
cg20852286	3	93781624	DHFRL1
cg20853593	2	220253433	DNPEP
cg20854748	1	151170914	PIP5K1A
cg20855303	X	16965405	REPS2
cg20855344	3	23986090	NR1D2
cg20855565	1	248020350	TRIM58
cg20856064	3	49027210	PH-4
cg20856436	2	55459612	RPS27A
cg20856834	6	29342522	OR12D3
cg20857253	21	33957290	TCP10L
cg20857455	12	39300142	CPNE8
cg20857947	7	65540392	ASL
cg20858478	17	47210276	B4GALNT2
cg20858526	1	15765065	CTRC
cg20859470	1	153963593	RPS27
cg20861607	15	32323114	CHRNA7
cg20862119	12	53171017	KRT2B
cg20862496	8	143823734	SLURP1
cg20864636	9	130025713	GARNL3
cg20865068	13	100153453	TM9SF2
cg20866788	12	101802016	ARL1
cg20867633	1	204183116	GOLT1A
cg20868410	5	139726466	HBEGF
cg20869203	X	111923211	LHFPL1
cg20869710	11	34938234	APIP
cg20870362	9	36169175	CCIN
cg20870559	12	113416518	OAS2
cg20872461	3	186524196	RFC4
cg20876010	1	64971752	CACHD1
cg20877313	12	56881753	GLS2
cg20878850	X	66763685	AR
cg20879768	18	44562136	TCEB3B
cg20879959	6	29910208	HLA-A
cg20880234	13	20531619	ZNF198
cg20881054	14	77228508	VASH1
cg20881888	3	50383079	ZMYND10
cg20881910	11	131780332	HNT
cg20882852	6	122792503	PKIB
cg20884362	21	46358702	C21orf70
cg20884697	6	96025221	MANEA
cg20885089	1	110162701	AMPD2
cg20886062	16	2301787	DCI
cg20887241	1	23522636	HTR1D
cg20887455	17	47491840	PHB
cg20888386	2	219858260	CRYBA2
cg20888907	8	38244244	LETM2
cg20890210	8	73450181	KCNB2
cg20891301	4	4864711	MSX1
cg20891917	7	112064031	IFRD1
cg20892287	11	128893851	RICS
cg20893022	19	4769214	C19orf30
cg20895028	20	58533443	CDH26
cg20895877	14	94254586	PRIMA1
cg20896197	10	91461107	MPHOSPH1
cg20897667	19	57351213	PEG3
cg20899053	7	156803197	HLXB9
cg20899321	11	76380605	LRRC32
cg20900524	1	40563271	PPT1
cg20902737	17	42976442	EFTUD2
cg20903926	1	55271677	C1orf177
cg20904010	22	33402393	SYN3
cg20904141	17	36453131	MRPL45
cg20906802	6	47749786	OPN5
cg20907471	20	21679525	PAX1
cg20908204	19	46285434	DMPK
cg20908993	14	67826378	ATP6V1D
cg20909686	11	65554042	OVOL1
cg20910436	10	74856386	P4HA1
cg20910746	11	27062416	BBOX1
cg20913782	1	35325533	LOC113444
cg20914508	3	115342333	GAP43
cg20916483	11	6255841	C11orf56
cg20916523	3	10184584	VHL
cg20917484	12	6644066	GAPDH
cg20918903	2	86668501	JMJD1A
cg20919133	7	152134133	MLL3
cg20919556	6	154832050	CNKSR3
cg20919799	11	2906667	CDKN1C
cg20922422	X	24665669	PCYT1B
cg20923575	17	56596273	MTMR4
cg20924286	3	170136159	CLDN11
cg20925178	10	102027628	CWF19L1
cg20925482	20	42839882	C20orf111
cg20925811	20	44638517	MMP9
cg20925954	10	112256640	DUSP5
cg20925955	6	155412182	TIAM2
cg20927059	12	51567112	TFCP2
cg20930618	1	151162157	VPS72
cg20931907	X	51149742	LOC340602
cg20932053	12	69358093	CPM
cg20932765	1	115054143	TRIM33
cg20935106	12	6561229	TAPBPL
cg20937139	4	157892758	PDGFC
cg20938286	3	98241925	CLDND1
cg20938359	12	322250	SLC6A12
cg20938689	5	85913915	COX7C
cg20939319	8	30707701	TEX15
cg20940661	2	18060086	KCNS3
cg20945531	6	114225012	FLJ34503
cg20947775	4	83720240	SCD5
cg20948472	5	140079847	ZMAT2
cg20950011	18	12254377	CIDEA
cg20950277	4	122085241	TNIP3
cg20951444	1	33337112	FNDC5
cg20951539	6	36367819	PXT1
cg20951726	8	11142737	MTMR9
cg20951821	5	73937141	ENC1
cg20953047	1	207120022	PIGR
cg20955688	8	133772889	TMEM71
cg20955831	6	25279788	LRRC16
cg20956314	3	38387299	XYLB
cg20956373	1	22109557	USP48
cg20957193	16	75032774	ZNRF1
cg20959523	2	164592477	FIGN
cg20959866	1	4714008	AJAP1
cg20964758	X	130037157	COVA1
cg20965815	6	30919513	DPCR1
cg20966551	19	12949060	MAST1
cg20966972	8	41909463	MYST3
cg20967028	12	14996272	ART4
cg20967220	6	53013647	GCM1
cg20969242	1	155827044	GON4
cg20969846	20	61570221	DIDO1
cg20970875	19	8408337	ANKRD47
cg20972214	12	8088818	SLC2A3
cg20972416	2	220025218	XLF
cg20972495	3	42624879	SEC22L3
cg20972543	4	89514177	HERC3
cg20972553	14	75898937	JDP2
cg20973210	19	2282729	C19orf35
cg20974196	19	859983	CFD
cg20975478	1	44457319	CCDC24
cg20977411	1	154909454	PMVK
cg20977864	16	71264290	HYDIN
cg20979602	5	78908130	PAPD4
cg20979799	6	117198560	RFXDC1
cg20979896	20	30539958	PDRG1
cg20980592	6	46761035	MEP1A
cg20981615	4	48136280	TXK
cg20981893	16	67465461	HSD11B2
cg20982583	22	38349717	POLR2F
cg20985014	6	112374151	WISP3
cg20986134	5	126112439	LMNB1
cg20987610	8	95222020	CDH17
cg20988616	6	131958144	ENPP3
cg20988728	22	31688502	MGC17330
cg20991095	6	41863098	USP49
cg20991801	7	39990729	CDC2L5
cg20993403	20	34700329	EPB41L1
cg20994561	8	143544400	BAI1
cg20994801	1	9711398	PIK3CD
cg20998885	20	18794833	C20orf79
cg20999813	16	84734014	USP10
cg20999934	9	33290511	NFX1
cg21000021	17	4458969	MYBBP1A
cg21003606	7	71877237	CALN1
cg21004129	2	219032024	IL8RA
cg21006686	12	117800240	NOS1
cg21008709	3	42622950	SS18L2
cg21008828	3	195634965	TNK2
cg21010050	3	99979819	TBC1D23
cg21010197	1	38158425	CDCA8
cg21010262	9	138391250	MRPS2
cg21011830	19	17970855	RPL18A
cg21012874	10	88718393	SNCG
cg21016177	17	74100207	EXOC7
cg21017752	10	93393203	PPP1R3C
cg21019522	11	2920789	SLC22A18
cg21019820	3	49059209	DALRD3
cg21020082	2	220042127	C2orf24
cg21020710	19	58739803	ZNF544
cg21021629	21	16340722	NRIP1
cg21022247	12	51718310	BIN2
cg21022395	10	112722440	SHOC2
cg21022435	11	129763918	NFRKB
cg21023001	20	23067088	C1QR1
cg21023114	9	21241233	IFNA14
cg21023770	20	44517227	C20orf165
cg21024145	16	18801635	RPS15A
cg21024391	1	92764898	GLMN
cg21026663	6	26189234	HIST1H4D
cg21028326	22	50683188	TUBGCP6
cg21029904	19	23577714	ZNF91
cg21030400	19	2052564	MKNK2
cg21030483	X	148713678	FAM11A
cg21030598	3	196466425	PAK2
cg21032203	1	71546840	ZNF265
cg21032583	3	197685803	LMLN
cg21033494	10	51550114	MSMB
cg21033855	15	43662581	ZNF690
cg21034676	5	135364552	TGFBI
cg21035142	7	151136940	CRYGN
cg21037570	2	86422857	IMMT
cg21038229	16	4527005	HMOX2
cg21038703	17	42248358	ASB16
cg21038964	1	155113214	DPM3
cg21039631	1	117112854	CD58
cg21039679	15	38989738	FLJ35695
cg21039822	17	79869136	PCYT2
cg21041127	7	16922421	BCMP11
cg21042619	11	85955981	EED
cg21043558	7	140625365	BRAF
cg21043754	11	61100532	DDB1
cg21044104	3	42451876	LYZL4
cg21045388	1	15428172	FLJ43806
cg21045917	X	55057395	ALAS2
cg21046413	X	129299367	PDCD8
cg21046940	5	10760858	DAP
cg21047206	1	145076221	PDE4DIP
cg21048501	7	43909515	MRPS24
cg21048669	16	78056379	CLEC3A
cg21049762	11	67805456	TCIRG1
cg21051046	7	155248393	EN2
cg21051086	3	73046214	PPP4R2
cg21051423	8	121457935	MTBP
cg21052164	1	154539977	CHRNB2
cg21053015	22	39746054	SYNGR1
cg21053323	21	46237385	SUMO3
cg21053529	15	35046760	CX36
cg21053748	7	10979772	NDUFA4
cg21057046	1	19970204	NBL1
cg21057494	3	45066971	CLEC3B
cg21060429	7	2280360	NUDT1
cg21060854	9	132565518	TOR1B
cg21061811	19	17419261	DDA1
cg21062347	11	62783543	SLC22A8
cg21063899	13	78109801	SCEL
cg21065959	1	152758755	LCE1E
cg21065990	20	13619254	TASP1
cg21066636	17	4675292	TM4SF5
cg21067846	X	106228404	MORC4
cg21068030	17	7762413	LSMD1
cg21068152	12	120740453	SIRT4
cg21068339	6	7542819	DSP
cg21069922	17	27182342	ERAL1
cg21070087	7	43351538	HECW1
cg21070730	15	42264527	EHD4
cg21072025	19	47137863	GNG8
cg21073927	8	11562155	GATA4
cg21075829	3	138153170	FAM62C
cg21076470	1	174992744	MRPS14
cg21080294	X	106871478	PRPS1
cg21081852	12	104680692	TXNRD1
cg21081971	13	38444765	TRPC4
cg21084260	3	195311868	APOD
cg21085553	5	49963055	PARP8
cg21085625	2	120124643	DBI
cg21085768	16	2867088	PRSS21
cg21086464	11	77184925	PAK1
cg21087043	X	110655366	DCX
cg21087137	12	75728469	MGC26856
cg21087701	X	129520113	GPR119
cg21089667	3	148805262	SMARCA3
cg21090723	X	110970253	CXorf45
cg21091629	11	3829534	FRAG1
cg21091679	5	95298142	ELL2
cg21092324	4	90816310	MMRN1
cg21092462	1	211307761	KCNH1
cg21092687	8	145743911	RECQL4
cg21093060	1	32644693	TXLNA
cg21094154	13	43146121	TNFSF11
cg21094669	4	175750109	GLRA3
cg21096399	11	119188145	MCAM
cg21096502	7	56174374	CHCHD2
cg21096591	16	32265019	TP53TG3
cg21096915	10	42971209	MGC16291
cg21096966	14	45432458	BTBD5
cg21097640	13	28195548	MGC9850
cg21098323	19	54605642	OSCAR
cg21099221	1	11120574	SRM
cg21099326	8	27168591	TRIM35
cg21099488	14	56585486	PELI2
cg21101222	5	151138161	ATOX1
cg21104946	22	46373530	WNT7B
cg21105318	2	161056520	ITGB6
cg21109025	17	32580869	CCL2
cg21111471	11	63871000	FLRT1
cg21111868	2	73521089	EGR4
cg21112925	16	66968030	CES2
cg21114485	4	186346747	FLJ11200
cg21115977	10	48416510	GDF2
cg21115990	11	68079081	LRP5
cg21116314	19	9546752	ZNF266
cg21116410	17	33905650	PEX12
cg21117584	1	38019997	SNIP1
cg21119032	2	211341315	LANCL1
cg21120063	2	233734910	UNQ830
cg21120249	9	139921971	FLJ36268
cg21120786	7	26904188	SCAP2
cg21122529	19	16652680	CHERP
cg21122774	9	136604996	SARDH
cg21123509	7	44163430	POLD2
cg21123573	12	120740055	SIRT4
cg21126707	12	81111012	MYF5
cg21126943	19	42259395	CEACAM6
cg21129531	7	127670703	LRRC4
cg21130124	10	5542328	CALML5
cg21130374	21	42734266	MX2
cg21132104	15	45694354	SPATA5L1
cg21132577	8	1993528	MYOM2
cg21134096	7	151217883	RHEB
cg21137417	2	234959456	SPP2
cg21137706	12	64173304	TMEM5
cg21137707	X	152160917	PNMA5
cg21137823	1	1981270	PRKCZ
cg21140292	9	2015788	SMARCA2
cg21142158	13	40229689	COG6
cg21142188	X	77166294	ATP7A
cg21142272	16	67224341	LOC283849
cg21142398	1	54200078	GLIS1
cg21144270	2	242448675	STK25
cg21144587	2	27851409	XAB1
cg21145624	19	47922899	MEIS3
cg21146268	6	26183508	HIST1H2BE
cg21148892	2	71047649	CLEC4F
cg21151355	1	35246607	GJB3
cg21152662	4	48231543	TEC
cg21152671	9	123690586	TRAF1
cg21153758	5	52083992	ITGA1
cg21154823	8	21947302	RAI16
cg21161070	12	50419399	RACGAP1
cg21161651	11	62439250	C11orf48
cg21162961	4	110749427	RRH
cg21163415	20	57876201	EDN3
cg21164303	15	79603277	TMED3
cg21165219	18	10698044	FAM38B
cg21165909	2	211419938	CPS1
cg21166555	7	2272904	MAD1L1
cg21166999	6	117746793	ROS1
cg21167159	11	2018154	H19
cg21168622	19	52489831	ZNF350
cg21168884	6	170198971	C6orf122
cg21169285	5	179707665	MAPK9
cg21171130	14	24610583	C14orf122
cg21171373	3	122134914	WDR5B
cg21171615	1	198607548	PTPRC
cg21172540	1	32827840	TSSK3
cg21173623	9	139685156	MGC14141
cg21176048	3	179755235	PEX5L
cg21177096	2	20212440	MATN3
cg21178548	17	48207167	SAMD14
cg21179457	14	36002798	INSM2
cg21180599	19	2976789	TLE6
cg21182322	1	167189623	POU2F1
cg21182407	6	3119541	BPHL
cg21182454	2	112656262	MERTK
cg21183846	1	171283203	FMO4
cg21183872	X	118108506	LONRF3
cg21184011	16	88636102	NHN1
cg21184174	1	115881214	NGFB
cg21184495	17	30677090	ZNF207
cg21185421	9	71394810	C9orf42
cg21187265	1	26127185	SEPN1
cg21194776	10	75314128	USP54
cg21195120	X	21858304	MBTPS2
cg21195414	6	53213871	ELOVL5
cg21196187	16	67926862	PSKH1
cg21197871	8	96036803	C8orf38
cg21197973	3	49027347	PH-4
cg21198021	1	33841581	PHC2
cg21200380	17	5342446	C1QBP
cg21200703	4	25657628	SLC34A2
cg21201109	19	11307090	ANKRD25
cg21201572	7	16844606	AGR2
cg21201659	10	121652288	SEC23IP
cg21203420	21	40684731	BRWD1
cg21206959	10	58120759	ZWINT
cg21207418	19	11688711	ACP5
cg21207436	14	74815316	C14orf115
cg21208104	4	119273361	PRSS12
cg21209091	8	42234975	DKK4
cg21209356	22	37319042	CSF2RB
cg21210758	4	5713005	EVC
cg21210789	8	143545390	BAI1
cg21211608	12	69004270	RAP1B
cg21211748	1	23858035	E2F2
cg21212066	16	74640816	GLG1
cg21212956	7	6617294	ZDHHC4
cg21215336	19	7953705	LRRC8E
cg21218093	20	44600160	ZNF335
cg21218636	17	53828515	PCTP
cg21219744	4	44680344	GUF1
cg21222430	6	36647664	CDKN1A
cg21223353	1	11249539	ANGPTL7
cg21223368	15	78441812	IDH3A
cg21224049	4	668623	ATP5I
cg21224759	X	71401335	PIN4
cg21226224	8	55370171	SOX17
cg21226225	12	104680742	TXNRD1
cg21226234	8	145741991	LRRC14
cg21226861	10	22605339	COMMD3
cg21228284	16	72127518	TXNL4B
cg21229055	X	13957233	GPM6B
cg21229859	15	48469952	MYEF2
cg21230133	17	39553520	KRTHA1
cg21230392	4	16077697	PROM1
cg21230435	7	128416023	OPN1SW
cg21232015	12	133424221	CHFR
cg21232685	X	101909064	GPRASP1
cg21233722	5	169064660	DOCK2
cg21235838	10	97321106	SORBS1
cg21237418	17	27045043	RAB34
cg21237591	11	2162510	IGF2AS
cg21238457	11	75917353	WNT11
cg21238818	11	65816642	GAL3ST3
cg21240812	8	143483748	TSNARE1
cg21241823	21	43300024	PRDM15
cg21242004	10	114205622	VTI1A
cg21243096	1	38511557	POU3F1
cg21243909	1	17766223	RCC2
cg21244397	10	27444898	MASTL
cg21244955	22	21192955	PIK4CA
cg21245135	10	99186516	PGAM1
cg21245372	11	3819539	NUP98
cg21245652	2	95691051	MAL
cg21246431	3	141944516	MGC40579
cg21246783	4	141348699	CLGN
cg21248478	X	154563968	CLIC2
cg21248774	1	35658951	SFPQ
cg21250296	6	26044405	HIST1H2BB
cg21250577	15	76603657	ETFA
cg21250978	7	106684541	PRKAR2B
cg21252483	19	49399788	NUCB1
cg21255605	3	14989131	NR2C2
cg21255626	19	29704222	UQCRFS1
cg21255732	3	32148497	GPD1L
cg21256649	17	66507610	PRKAR1A
cg21256656	19	51473823	KLK6
cg21257635	1	25558918	SYF2
cg21258987	X	51485834	GSPT2
cg21259253	11	2950092	PHLDA2
cg21260850	17	77005823	CANT1
cg21261477	1	227127707	CABC1
cg21262854	7	92861612	FLJ20097
cg21263122	14	38677095	SSTR1
cg21263196	19	45311997	BCAM
cg21264055	6	30523242	PRR3
cg21264207	10	64576130	EGR2
cg21264329	6	90348123	DJ122O8.2
cg21265783	7	73704324	CYLN2
cg21269897	6	27107002	HIST1H4I
cg21269934	4	2060219	FLJ37478
cg21270015	4	113567813	HDCMA18P
cg21270593	7	94293250	PEG10
cg21271753	22	37499451	TMPRSS6
cg21272774	12	54393725	HOXC9
cg21273029	6	149068556	UST
cg21273098	6	109762418	PPIL6
cg21273125	15	89631790	ABHD2
cg21274025	22	31535981	PLA2G3
cg21274570	19	8117671	CCL25
cg21275690	16	3072970	WDR58
cg21277505	19	50978348	LOC284361
cg21279601	4	9782931	DRD5
cg21279865	17	18430908	FAM106A
cg21279955	1	153747551	SLC27A3
cg21280384	1	84945307	BXDC5
cg21280510	1	40137089	NT5C1A
cg21281001	8	11725306	CTSB
cg21281799	12	68041322	DYRK2
cg21282997	2	103035835	IL18RAP
cg21283680	3	15384005	SH3BP5
cg21284636	X	71401009	PIN4
cg21284731	18	51038187	DCC
cg21284880	13	40177740	LHFP
cg21287330	17	7154245	C17orf81
cg21288099	11	14380330	RRAS2
cg21289015	11	17566048	USH1C
cg21289924	10	120839943	EIF3S10
cg21290885	X	34675855	TMEM47
cg21291896	3	14444133	SLC6A6
cg21291985	20	62437035	BTBD4
cg21295467	11	123986166	LOH11CR2A
cg21295602	17	4699635	PSMB6
cg21295911	19	6531044	TNFSF9
cg21296230	15	33010536	GREM1
cg21296602	11	93476060	JOSD3
cg21296676	6	133561660	EYA4
cg21298523	4	88343936	NUDT9
cg21299958	2	231729329	ITM2C
cg21300318	19	4769206	C19orf30
cg21300561	12	49525534	K-ALPHA-1
cg21301148	14	23878195	MYH6
cg21301440	17	74534550	CYGB
cg21302727	10	123748647	TACC2
cg21303011	3	24537177	THRB
cg21303386	1	241520311	RGS7
cg21304187	15	55700471	CCPG1
cg21305265	8	25316571	CDCA2
cg21306212	13	79979929	C13orf10
cg21306218	16	89787478	ZNF276
cg21306775	18	74402010	FLJ44881
cg21307628	3	112360952	URB
cg21307697	3	45017012	EXOSC7
cg21309049	7	43623222	STK17A
cg21309147	17	37382234	STAC2
cg21311175	22	19418307	HIRA
cg21312090	8	116681727	TRPS1
cg21312148	1	152636074	LCE2D
cg21319693	1	45987459	PRDX1
cg21319745	1	38478440	UTP11L
cg21321735	2	241760164	KIF1A
cg21321885	16	15744194	NDE1
cg21322149	3	101232006	SENP7
cg21324308	1	110993852	PROK1
cg21325760	15	23891402	MAGEL2
cg21329628	19	8373296	CD320
cg21330703	11	113346388	DRD2
cg21331335	9	2717325	KCNV2
cg21331821	19	58545149	ZSCAN1
cg21332946	1	145476871	LIX1L
cg21333964	11	118955461	HMBS
cg21335556	17	8703341	FLJ35773
cg21335942	16	58549945	SETD6
cg21336547	19	15490553	AKAP8
cg21337430	14	20923471	APEX1
cg21339926	14	95786621	CLMN
cg21341271	7	39605683	C7orf36
cg21341807	22	37172566	RABL4
cg21342728	22	41075673	GPR24
cg21347412	19	4339217	STAP2
cg21348691	16	68057212	DUS2L
cg21349901	7	4630518	ERVK6
cg21350115	2	188312833	CALCRL
cg21350283	14	69445743	ACTN1
cg21351102	18	3247294	MRCL3
cg21351994	2	73145006	EMX1
cg21353232	22	26564879	SEZ6L
cg21355508	X	47003362	RBM10
cg21358381	17	42019637	PPY
cg21359747	15	101420636	ALDH1A3
cg21360828	2	27008380	CENPA
cg21361470	6	84743033	C6orf117
cg21363706	8	18066485	NAT1
cg21363943	1	149899654	SF3B4
cg21364150	2	183943551	DUSP19
cg21365235	X	128674765	OCRL
cg21365602	1	89664407	GBP4
cg21366535	6	159421281	RSHL2
cg21366834	3	32992158	CCR4
cg21367040	1	25664857	TMEM50A
cg21367957	13	113776252	F10
cg21368354	13	111267856	FLJ10769
cg21369679	16	47007757	DNAJA2
cg21369988	12	30907191	C1QDC1
cg21370143	11	47374208	MYBPC3
cg21371335	17	40170049	DNAJC7
cg21372397	22	21772221	HIC2
cg21372914	19	7828144	CLEC4M
cg21373526	11	82782794	RAB30
cg21374864	9	132586569	TOR1A
cg21375825	2	136594646	LCT
cg21376883	1	236850232	ACTN2
cg21377793	15	77364519	TSPAN3
cg21378047	3	129034659	H1FX
cg21378206	2	113817043	IL1F5
cg21379008	1	154297555	ATP8B2
cg21379309	14	34931822	C14orf147
cg21379816	1	11119628	SRM
cg21380294	15	85144807	ZSCAN2
cg21380842	21	39288830	KCNJ6
cg21383720	9	96214543	C9orf10
cg21387281	20	61435439	OGFR
cg21387302	9	3526198	RFX3
cg21388029	2	102003306	CREG2
cg21389013	2	27632056	PPM1G
cg21389884	11	119599425	PVRL1
cg21391660	17	73522123	LLGL2
cg21395782	19	19626814	NDUFA13
cg21395967	X	106046174	FLJ20298
cg21396405	17	79885587	MAFG
cg21399079	2	105858139	GPR45
cg21399198	7	102715131	FBXL13
cg21400640	X	12992967	TMSB4X
cg21400896	17	47288569	ABI3
cg21401794	1	90099060	LRRC8C
cg21402035	22	38219400	GALR3
cg21402071	15	78933902	CHRNB4
cg21404906	2	216973839	XRCC5
cg21405195	7	94293385	PEG10
cg21406461	1	158978957	IFI16
cg21407055	11	3666483	ART1
cg21407839	21	38739091	DYRK1A
cg21409722	17	55162050	AKAP1
cg21409833	1	63062724	ANGPTL3
cg21410991	5	50678451	ISL1
cg21412748	11	72852496	FCHSD2
cg21413009	15	64338947	DAPK2
cg21413251	9	71320693	PIP5K1B
cg21414251	6	29364554	OR12D2
cg21415080	11	65768416	BANF1
cg21415604	6	31948433	C4B
cg21415698	11	108464417	EXPH5
cg21416022	15	99789661	TTC23
cg21416237	17	39970091	FKBP10
cg21416602	10	74927745	ECD
cg21418052	13	31773806	B3GTL
cg21418076	14	24777878	LTB4R2
cg21419475	12	124118052	EIF2B1
cg21420531	2	27435915	SLC5A6
cg21421501	11	61734205	FTH1
cg21421701	1	212872679	SNFT
cg21422208	3	53164667	RFT1
cg21422622	22	40766525	RUTBC3
cg21424904	5	176853466	GRK6
cg21426387	16	11762806	SNN
cg21428681	8	23540856	NKX3-1
cg21429500	4	17579272	LAP3
cg21430666	1	228613073	HIST3H3
cg21431091	1	201124025	TMEM9
cg21431536	13	32313824	LGR8
cg21432513	12	133435770	CHFR
cg21432842	17	38171697	CSF3
cg21432954	13	38443809	TRPC4
cg21433933	5	132163083	APXL2
cg21434440	6	47446198	CD2AP
cg21434954	1	152783137	LCE1B
cg21435336	19	17392852	ANKRD41
cg21435394	14	105648024	NUDT14
cg21438018	1	76262537	MSH4
cg21439450	16	57496664	POLR2C
cg21440587	6	31583458	AIF1
cg21443261	8	27169256	TRIM35
cg21443584	14	36789985	MBIP
cg21448423	1	55013956	ACOT11
cg21449655	1	15851444	CASP9
cg21449843	20	35918440	MANBAL
cg21450627	2	113930840	PSD4
cg21451553	19	46476046	NOVA2
cg21452443	17	43138359	NMT1
cg21452766	1	70877088	CTH
cg21453309	12	124774055	FAM101A
cg21453677	6	26056948	HIST1H1C
cg21457147	13	45768695	KCTD4
cg21457804	X	134936023	CT45-2
cg21458041	16	11364014	TNP2
cg21458116	22	38004573	GGA1
cg21458907	3	62860802	CADPS
cg21459710	19	10514006	CDC37
cg21459867	4	981492	IDUA
cg21459921	20	60878267	ADRM1
cg21460081	17	46656012	HOXB4
cg21460582	15	76005861	CSPG4
cg21461100	19	46477338	NOVA2
cg21462299	X	135614052	VGLL1
cg21463023	3	42623862	SS18L2
cg21465754	15	40986872	RAD51
cg21466821	19	40896173	HIPK4
cg21468416	9	127019914	NEK6
cg21472099	X	16737680	SYAP1
cg21472642	7	29233468	CHN2
cg21474838	12	10460612	KLRD1
cg21475255	3	49507186	DAG1
cg21475402	1	156612140	BCAN
cg21476940	1	160854954	ITLN1
cg21478222	1	205601572	ELK4
cg21478437	1	206317403	CTSE
cg21478490	5	177422991	PROP1
cg21480743	10	89621419	PTEN
cg21481775	8	23539627	NKX3-1
cg21484834	20	62168579	PTK6
cg21484964	15	34395546	C15orf24
cg21486659	6	10747693	TMEM14B
cg21486954	17	42385289	RPIP8
cg21487067	12	121124407	KIAA0152
cg21487207	12	54410576	HOXC4
cg21488617	1	38022586	DNALI1
cg21489722	X	9001881	FAM9B
cg21489873	9	125877134	C9orf45
cg21491028	17	38136817	PSMD3
cg21491308	19	43892826	TEX101
cg21492378	9	123850279	CEP1
cg21493583	2	46842958	CRIPT
cg21493666	11	73882478	PPME1
cg21494337	2	25015597	MGC11266
cg21494776	19	10397780	ICAM4
cg21495715	17	18854560	SLC5A10
cg21497439	19	19373998	HAPLN4
cg21500966	11	89867976	NAALAD2
cg21501064	X	118827889	SEPT6
cg21503093	16	10674468	EMP2
cg21504624	9	34653580	IL11RA
cg21504918	5	150400001	GPX3
cg21505334	19	42213020	CEACAM5
cg21505886	4	1724428	TMEM129
