gene_symbol	chromosome	start_loc	stop_loc	strand
RP11-523K4.2|1|ENSG00000218580	1	747264	747560	-
RP11-524C21.1|6|ENSG00000219404	6	979901	980853	-
RP11-524H19.1|6|ENSG00000220635	6	156237	156677	+
RP11-524O24.2|10|ENSG00000218983	10	802363	802799	+
RP11-525A16.3|10|ENSG00000215129	10	244025	244636	+
RP11-525G7.2|9|ENSG00000220272	9	688584	689008	+
RP11-526D8.3|9|ENSG00000127098	9	822039	822914	-
RP11-526D8.6|9|ENSG00000220599	9	881378	881602	+
RP11-526D8.8|9|ENSG00000217063	9	878881	879718	-
RP11-526K21.2|10|ENSG00000217600	10	611473	611802	+
RP11-527B17.2|6|ENSG00000187762	6	232504	232799	+
RP11-528A10.1|6|ENSG00000218976	6	239424	241328	-
RP11-528A10.2|6|ENSG00000217414	6	236102	237787	-
RP11-529I10.4|10|ENSG00000166171	10	315370	336697	+
RP11-52I18.1|1|ENSG00000217584	1	276274	276644	-
RP11-52L5.1|13|ENSG00000219605	13	444526	444857	+
RP11-530A18.1|6|ENSG00000220685	6	444058	445245	-
RP11-532F6.2|6|ENSG00000219712	6	614081	615307	-
RP11-533E19.3|1|ENSG00000216373	1	244522	245337	+
RP11-533K9.3|9|ENSG00000220579	9	549825	566429	+
RP11-534I8.1|9|ENSG00000220665	9	502164	503103	-
RP11-534K14.1|13|ENSG00000218470	13	418057	418684	+
RP11-534K14.2|13|ENSG00000220942	13	423447	424961	-
RP11-534L20.4|1|ENSG00000218386	1	403058	403849	+
RP11-534P19.1|6|ENSG00000217878	6	793162	793390	-
RP11-535I8.1|9|ENSG00000217362	9	652976	655334	-
RP11-535K18.2|X|ENSG00000220957	X	1001	5609	-
RP11-535M15.2|9|ENSG00000220923	9	1001	2278	+
RP11-536L15.1|6|ENSG00000217089	6	108138	108306	-
RP11-537H15.5|9|ENSG00000217409	9	293018	293785	-
RP11-538A16.1|6|ENSG00000219387	6	455618	456405	-
RP11-541H12.1|1|ENSG00000220111	1	429027	429651	+
RP11-541J2.1|1|ENSG00000220333	1	274308	275168	+
RP11-541M12.3|10|ENSG00000219936	10	240785	241026	-
RP11-542E6.3|10|ENSG00000217494	10	898926	899644	+
RP11-543B16.1|1|ENSG00000218215	1	491276	491636	+
RP11-543B16.2|1|ENSG00000174658	1	525027	525684	+
RP11-543E8.2|1|ENSG00000218800	1	571186	571592	-
RP11-543F8.1|10|ENSG00000220584	10	696150	697569	-
RP11-543N17.2|10|ENSG00000220795	10	836679	838887	+
RP11-544A12.5|9|ENSG00000218046	9	145163	146200	+
RP11-544K18.2|1|ENSG00000220715	1	798439	798826	-
RP11-544M22.3|1|ENSG00000217568	1	884273	884441	+
RP11-544M22.4|1|ENSG00000215845	1	887070	888416	-
RP11-544N10.1|9|ENSG00000218542	9	898369	906773	+
RP11-545A16.3|1|ENSG00000217660	1	862541	865013	+
RP11-545M8.1|13|ENSG00000218019	13	651744	652243	+
RP11-545M8.2|13|ENSG00000218572	13	723925	724171	+
RP11-545P6.1|13|ENSG00000218326	13	171071	171431	-
RP11-546N22.2|9|ENSG00000219554	9	72211	72856	-
RP11-547P4.1|1|ENSG00000218602	1	66532	67363	-
RP11-548C21.1|1|ENSG00000217763	1	276322	277432	-
RP11-548N1.1|1|ENSG00000219772	1	19360	20043	+
RP11-549A6.1|9|ENSG00000219821	9	243474	244503	+
RP11-549L6.2|10|ENSG00000218726	10	50460	51239	+
RP11-54D18.3|9|ENSG00000220943	9	953332	967213	-
RP11-54D18.4|9|ENSG00000219514	9	974208	975186	+
RP11-54I5.1|X|ENSG00000220365	X	910136	911410	+
RP11-54K16.2|9|ENSG00000216855	9	74687	75170	-
RP11-54K22.1|9|ENSG00000218051	9	225102	225341	-
RP11-54O7.10|1|ENSG00000217453	1	933317	933472	-
RP11-550A9.1|10|ENSG00000218583	10	884216	884484	+
RP11-550C4.4|6|ENSG00000216616	6	960471	960883	-
RP11-550E18.1|9|ENSG00000220769	9	386380	387277	-
RP11-550E22.5|13|ENSG00000218001	13	521109	521340	-
RP11-550P23.3|13|ENSG00000215072	13	515987	519851	-
RP11-550P23.4|13|ENSG00000216481	13	518033	519287	-
RP11-550P23.5|13|ENSG00000220290	13	530060	531083	+
RP11-551A11.1|6|ENSG00000218351	6	214678	215480	-
RP11-551A13.1|6|ENSG00000219253	6	201210	201762	+
RP11-551G24.3|1|ENSG00000219780	1	291993	294216	+
RP11-552E4.2|X|ENSG00000217122	X	705566	707776	+
RP11-552E4.4|X|ENSG00000217885	X	737177	737303	-
RP11-552E4.5|X|ENSG00000216461	X	753238	754087	+
RP11-552J9.11|X|ENSG00000219442	X	605502	605772	-
RP11-552J9.12|X|ENSG00000218322	X	625741	628072	+
RP11-552J9.13|X|ENSG00000220836	X	640476	640662	+
RP11-552J9.14|X|ENSG00000219169	X	654081	654285	-
RP11-552J9.15|X|ENSG00000216492	X	666663	668994	-
RP11-552J9.1|X|ENSG00000220465	X	502128	504451	+
RP11-552J9.4|X|ENSG00000218474	X	516633	521428	+
RP11-552J9.6|X|ENSG00000216305	X	530795	531662	+
RP11-552J9.9|X|ENSG00000216376	X	573346	575393	+
RP11-552M11.2|1|ENSG00000217846	1	889836	890359	+
RP11-553J6.1|9|ENSG00000220019	9	605892	606321	-
RP11-553K8.3|1|ENSG00000219393	1	170490	171389	-
RP11-553N16.1|1|ENSG00000220413	1	180658	181510	+
RP11-554D15.2|6|ENSG00000218483	6	242889	243155	-
RP11-554K11.1|1|ENSG00000219643	1	746497	746866	-
RP11-555H23.1|X|ENSG00000218705	X	265244	266658	-
RP11-555J4.2|9|ENSG00000217064	9	728991	729443	-
RP11-556N21.2|13|ENSG00000220590	13	239633	243518	+
RP11-557H15.1|6|ENSG00000218772	6	34242	35379	-
RP11-558F24.2|1|ENSG00000220970	1	806321	808115	-
RP11-560D2.2|9|ENSG00000217724	9	41008	43495	+
RP11-560L11.1|X|ENSG00000218279	X	301651	304369	+
RP11-560O15.1|1|ENSG00000182068	1	872999	873374	+
RP11-560O20.1|6|ENSG00000219736	6	481517	482924	-
RP11-561G1.2|10|ENSG00000217986	10	624482	626039	-
RP11-561G1.3|10|ENSG00000217312	10	576558	576896	-
RP11-562M8.2|9|ENSG00000218769	9	1001	2227	+
RP11-562M8.4|9|ENSG00000218040	9	978974	979373	+
RP11-562P17.2|13|ENSG00000218654	13	309752	310511	+
RP11-563H8.2|9|ENSG00000220361	9	141698	141998	+
RP11-564C4.4|10|ENSG00000218966	10	949166	949555	+
RP11-564C4.5|10|ENSG00000217511	10	933165	939900	+
RP11-564C4.7|10|ENSG00000217103	10	912103	914046	+
RP11-564N10.2|13|ENSG00000217221	13	280441	281626	+
RP11-565G2.1|X|ENSG00000219317	X	696951	697849	-
RP11-565H13.3|10|ENSG00000218822	10	437729	438117	+
RP11-565H13.4|10|ENSG00000218500	10	467590	467933	+
RP11-565J7.1|1|ENSG00000218132	1	254037	254424	+
RP11-567B20.1|1|ENSG00000219067	1	368333	368913	+
RP11-567B20.2|1|ENSG00000216458	1	400276	401003	+
RP11-567G24.1|1|ENSG00000220203	1	101466	104185	-
RP11-568A7.1|6|ENSG00000216966	6	889896	890162	-
RP11-568F20.1|13|ENSG00000220931	13	153468	153733	+
RP11-568G11.3|1|ENSG00000219719	1	908045	909011	+
RP11-569A2.2|6|ENSG00000219150	6	720919	721439	+
RP11-569D9.3|13|ENSG00000197778	13	91754	92174	+
RP11-569G13.1|9|ENSG00000220713	9	420325	422159	+
RP11-569O4.3|13|ENSG00000218382	13	518995	520564	-
RP11-569O4.4|13|ENSG00000220289	13	553510	553774	-
RP11-569O4.5|13|ENSG00000220671	13	558641	559526	+
RP11-569O4.6|13|ENSG00000219009	13	545625	546930	-
RP11-56A21.3|10|ENSG00000217832	10	404177	405861	+
RP11-56A21.4|10|ENSG00000217121	10	518552	520389	+
RP11-56H2.1|X|ENSG00000219459	X	250065	250550	-
RP11-56H7.2|10|ENSG00000217018	10	61213	61398	+
RP11-56H7.3|10|ENSG00000220963	10	24131	24415	+
RP11-56M2.1|13|ENSG00000219602	13	719738	720101	-
RP11-56M3.1|10|ENSG00000216936	10	570617	571361	-
RP11-570G20.1|10|ENSG00000219817	10	794009	794644	+
RP11-570P14.1|1|ENSG00000220497	1	176215	176574	-
RP11-571E6.1|X|ENSG00000218737	X	781674	782698	-
RP11-571E6.4|X|ENSG00000219873	X	898269	900608	-
RP11-571F15.2|9|ENSG00000220811	9	375395	375652	+
RP11-571F15.6|9|ENSG00000218648	9	502224	503472	+
RP11-571G1.1|13|ENSG00000216558	13	981779	982300	-
RP11-572H4.1|9|ENSG00000219975	9	218541	219903	-
RP11-572H4.2|9|ENSG00000217613	9	306824	307700	+
RP11-572P18.2|10|ENSG00000218859	10	431067	436460	+
RP11-574K11.20|10|ENSG00000219104	10	365485	367299	+
RP11-575B7.2|1|ENSG00000220818	1	845908	846470	+
RP11-575C20.1|9|ENSG00000218509	9	412364	413900	+
RP11-575L16.2|10|ENSG00000219566	10	544407	545006	+
RP11-576C12.1|9|ENSG00000218158	9	222088	222899	-
RP11-576D8.1|1|ENSG00000220805	1	221185	221409	+
RP11-576I22.1|1|ENSG00000217933	1	452059	453203	-
RP11-577O19.1|1|ENSG00000219766	1	413848	414224	-
RP11-57C13.5|10|ENSG00000220927	10	44053	44400	+
RP11-57C19.2|9|ENSG00000213405	9	549843	550427	+
RP11-57C19.6|9|ENSG00000218774	9	622830	623094	-
RP11-57G10.1|10|ENSG00000218961	10	96602	97077	+
RP11-57G10.6|10|ENSG00000219422	10	136595	136913	+
RP11-57H24.1|13|ENSG00000216743	13	460957	462176	+
RP11-57I17.3|1|ENSG00000218431	1	555193	555881	+
RP11-57K17.1|6|ENSG00000216809	6	545743	548266	-
RP11-585K14.1|X|ENSG00000219657	X	128448	128969	-
RP11-585K14.2|X|ENSG00000217940	X	129042	130175	+
RP11-589B3.1|10|ENSG00000220826	10	904581	904980	+
RP11-589B3.3|10|ENSG00000219911	10	955924	956290	-
RP11-58A11.2|1|ENSG00000219043	1	916589	917306	+
RP11-592B15.6|10|ENSG00000220197	10	833252	833584	+
RP11-59D5__B.3|6|ENSG00000218813	6	278480	279322	+
RP11-5G18.2|10|ENSG00000220566	10	961233	961410	-
RP11-5J2.2|9|ENSG00000217808	9	626132	626773	+
RP11-5K23.3|1|ENSG00000219527	1	386041	387599	-
RP11-5P18.10|1|ENSG00000218575	1	509366	514217	-
RP11-5P18.1|1|ENSG00000217471	1	443817	444384	+
RP11-5P18.2|1|ENSG00000217309	1	464059	468939	+
RP11-5P18.3|1|ENSG00000220398	1	462370	462629	+
RP11-600P1.1|13|ENSG00000218317	13	805575	807552	+
RP11-600P1.3|13|ENSG00000219111	13	717519	717995	+
RP11-617O8.1|X|ENSG00000216472	X	652318	653324	+
RP11-61E2.1|1|ENSG00000216997	1	532950	534563	-
RP11-61E5.1|9|ENSG00000219658	9	659916	660409	-
RP11-61N16.1|9|ENSG00000187503	9	727738	728592	-
RP11-620A17.1|6|ENSG00000217385	6	80726	82042	+
RP11-628K18.1|1|ENSG00000215056	1	636487	637093	+
RP11-62C3.5|9|ENSG00000220774	9	156905	158707	+
RP11-62C3.8|9|ENSG00000219336	9	324871	326876	-
RP11-62I21.2|1|ENSG00000218287	1	433559	433790	-
RP11-62L10.1|9|ENSG00000220727	9	187431	187852	+
RP11-631M21.2|10|ENSG00000173876	10	82832	86053	-
RP11-631M21.6|10|ENSG00000217898	10	80652	82824	+
RP11-634B7.1|1|ENSG00000219502	1	943812	944766	+
RP11-637B23.3|X|ENSG00000219727	X	563218	563652	-
RP11-63K6.1|6|ENSG00000217653	6	382534	383288	+
RP11-63K6.4|6|ENSG00000218300	6	444369	444703	+
RP11-63K6.5|6|ENSG00000219240	6	453981	455662	+
RP11-63L7.3|6|ENSG00000154548	6	486691	508812	-
RP11-63P12.2|9|ENSG00000217295	9	827550	828070	+
RP11-640E11.1|13|ENSG00000217230	13	383064	384234	+
RP11-64I24.1|1|ENSG00000216423	1	958301	958570	-
RP11-64I24.2|1|ENSG00000217220	1	1051118	1051619	-
RP11-64J21.2|13|ENSG00000217264	13	181958	182258	+
RP11-64P12.2|13|ENSG00000220040	13	243965	262704	-
RP11-64P14.6|9|ENSG00000219251	9	315984	318423	+
RP11-654E17.2|X|ENSG00000216635	X	459250	459687	+
RP11-655H13.1|10|ENSG00000216562	10	581952	583327	+
RP11-65B23.3|9|ENSG00000219429	9	564788	565508	+
RP11-65C6.1|6|ENSG00000217684	6	340484	341214	+
RP11-65D24.2|13|ENSG00000204398	13	1001	85318	+
RP11-65J3.6|9|ENSG00000219220	9	215077	215406	-
RP11-65L19.1|13|ENSG00000220206	13	794004	795983	-
RP11-65L19.2|13|ENSG00000220767	13	857799	859089	-
RP11-65N13.4|9|ENSG00000176534	9	16930	17275	+
RP11-666A1.3|1|ENSG00000218658	1	395805	396317	-
RP11-666A1.4|1|ENSG00000220809	1	340214	342469	+
RP11-669M2.2|1|ENSG00000217509	1	937802	938208	+
RP11-66C24.1|9|ENSG00000219247	9	14580	15277	+
RP11-66N5.2|X|ENSG00000218010	X	91382	93462	-
RP11-671E7.1|10|ENSG00000217914	10	269326	269670	-
RP11-67P15.1|6|ENSG00000187472	6	136244	184961	-
RP11-686D16.2|6|ENSG00000218643	6	220866	221748	+
RP11-68I18.2|1|ENSG00000216764	1	894534	895350	-
RP11-690C23.3|1|ENSG00000217422	1	780221	780500	-
RP11-690C23.4|1|ENSG00000220437	1	760697	774251	-
RP11-690C23.5|1|ENSG00000219728	1	778689	779814	+
RP11-697G4.3|6|ENSG00000217466	6	466441	466726	-
RP11-699A7.1|X|ENSG00000219354	X	980901	981228	-
RP11-69E11.5|1|ENSG00000220027	1	448672	475541	-
RP11-69E11.7|1|ENSG00000216940	1	431790	433324	+
RP11-69I22.2|6|ENSG00000217811	6	111258	111735	-
RP11-69J16.4|1|ENSG00000216861	1	220200	220652	-
RP11-69L16.5|6|ENSG00000220472	6	566257	566986	-
RP11-69L16.6|6|ENSG00000219616	6	568272	569474	-
RP11-69O18.1|6|ENSG00000219653	6	338732	339060	+
RP11-6B6.3|1|ENSG00000217667	1	495421	496091	+
RP11-6J21.1|1|ENSG00000218808	1	122537	125941	+
RP11-6J24.3|9|ENSG00000216366	9	809900	810629	+
RP11-702C7.1|X|ENSG00000220542	X	864757	865412	+
RP11-702C7.2|X|ENSG00000218955	X	804018	812685	+
RP11-702N8.2|6|ENSG00000186743	6	98224	98963	+
RP11-704J17.2|6|ENSG00000219304	6	941064	941371	-
RP11-706O15.1|X|ENSG00000205664	X	777058	803387	-
RP11-706O15.8|X|ENSG00000220753	X	912586	913091	+
RP11-707M13.1|6|ENSG00000220483	6	460137	461007	+
RP11-70K10.2|9|ENSG00000217321	9	400547	401032	-
RP11-70L8.1|9|ENSG00000217297	9	759479	760205	-
RP11-710N8.1|1|ENSG00000219215	1	166973	167622	+
RP11-710N8.2|1|ENSG00000217800	1	174748	175579	+
RP11-716A19.3|X|ENSG00000218928	X	775351	776221	-
RP11-716O23.3|6|ENSG00000218020	6	22970	25244	+
RP11-71A24.3|9|ENSG00000220631	9	637391	651174	+
RP11-71C5.2|13|ENSG00000218830	13	240034	240255	+
RP11-71E22.1|9|ENSG00000219535	9	974075	974983	+
RP11-720G6.1|1|ENSG00000218573	1	960769	961560	+
RP11-721G11.1|6|ENSG00000217019	6	796107	798548	-
RP11-72B4.2|9|ENSG00000217452	9	192436	193000	+
RP11-72I18.1|X|ENSG00000218487	X	64085	64941	+
RP11-72I2.1|6|ENSG00000216247	6	221214	221369	-
RP11-72M14.1|1|ENSG00000216301	1	160390	160685	-
RP11-72P19.2|13|ENSG00000219054	13	890612	894276	+
RP11-72P19.3|13|ENSG00000216288	13	914598	916242	+
RP11-730A19.2|10|ENSG00000218851	10	709171	709945	-
RP11-730A19.5|10|ENSG00000212917	10	793454	794246	-
RP11-730A19.6|10|ENSG00000214763	10	807953	809405	-
RP11-730A19.7|10|ENSG00000218253	10	810746	811046	-
RP11-730A19.9|10|ENSG00000218035	10	790465	790802	-
RP11-735A5.1|1|ENSG00000219971	1	44380	44996	-
RP11-739N20.3|1|ENSG00000220782	1	264479	264712	+
RP11-73E6.2|9|ENSG00000220905	9	480409	481196	+
RP11-73H14.1|10|ENSG00000220084	10	343511	344250	-
RP11-740C1.2|1|ENSG00000218967	1	386743	387575	+
RP11-744H18.2|1|ENSG00000219033	1	887216	927643	-
RP11-747I9.1|X|ENSG00000217450	X	521926	525249	+
RP11-748L13.1|10|ENSG00000220082	10	345971	358341	+
RP11-748L13.2|10|ENSG00000216627	10	398285	408180	-
RP11-748L13.4|10|ENSG00000217148	10	445066	445290	-
RP11-74B21.1|X|ENSG00000216409	X	340921	341070	-
RP11-74J13.6|13|ENSG00000217031	13	645168	646143	-
RP11-74J13.7|13|ENSG00000218075	13	733139	733656	-
RP11-753C18.4|10|ENSG00000216879	10	593460	600922	-
RP11-753C18.7|10|ENSG00000216358	10	601044	601394	+
RP11-753C18.8|10|ENSG00000219207	10	643323	643637	-
RP11-753E22.2|X|ENSG00000215225	X	849546	850266	+
RP11-753E22.3|X|ENSG00000216502	X	799894	800194	+
RP11-753G20.1|6|ENSG00000217325	6	863480	864139	+
RP11-756A22.4|13|ENSG00000217592	13	616365	617288	+
RP11-757E1.2|X|ENSG00000217606	X	95474	96151	-
RP11-759F5.1|1|ENSG00000219895	1	693044	693311	+
RP11-759L5.2|X|ENSG00000220561	X	352042	353040	-
RP11-75A9.1|X|ENSG00000216729	X	926794	928423	-
RP11-75A9.3|X|ENSG00000217548	X	962441	965543	-
RP11-763B22.3|1|ENSG00000216422	1	557847	558359	-
RP11-763B22.7|1|ENSG00000218332	1	651144	651461	-
RP11-763B22.8|1|ENSG00000179308	1	661935	662516	-
RP11-764K9.2|9|ENSG00000217091	9	427251	427965	-
RP11-764K9.3|9|ENSG00000219132	9	424456	426004	-
RP11-764K9.4|9|ENSG00000219850	9	441630	469144	-
RP11-767N6.2|1|ENSG00000216421	1	801262	802049	-
RP11-767N6.3|1|ENSG00000220503	1	796039	796420	-
RP11-76F14.1|10|ENSG00000216248	10	454151	454699	-
RP11-76H14.2|6|ENSG00000217769	6	38467	38770	+
RP11-76H14.4|6|ENSG00000217169	6	141395	141638	-
RP11-76H14.5|6|ENSG00000220240	6	38896	39032	+
RP11-76K19.2|13|ENSG00000217394	13	138137	139393	-
RP11-76K19.4|13|ENSG00000218343	13	142224	143025	-
RP11-76N11.2|13|ENSG00000218762	13	545377	545713	+
RP11-76N22.1|1|ENSG00000220634	1	200996	201315	-
RP11-76N22.3|1|ENSG00000218691	1	280519	280840	+
RP11-773D16.3|10|ENSG00000219443	10	363888	366263	+
RP11-775A3.1|10|ENSG00000204201	10	775034	775549	+
RP11-775I22.2|6|ENSG00000219642	6	450458	452051	-
RP11-77G22.3|X|ENSG00000216371	X	398809	399699	-
RP11-781D11.1|1|ENSG00000220480	1	738216	738866	-
RP11-781P14.3|10|ENSG00000216625	10	66064	66243	-
RP11-785H23.2|9|ENSG00000219967	9	92632	93544	-
RP11-789A7.1|6|ENSG00000218350	6	774377	775071	+
RP11-78H18.2|9|ENSG00000220359	9	516690	519681	+
RP11-791O21.1|9|ENSG00000219160	9	794446	794896	-
RP11-793G16.2|9|ENSG00000217906	9	291650	292685	+
RP11-793G16.3|9|ENSG00000217039	9	293178	293658	+
RP11-793L10.1|6|ENSG00000219757	6	55551	55976	-
RP11-79I23.2|10|ENSG00000216351	10	203411	204114	+
RP11-7B3.3|13|ENSG00000218184	13	266747	267010	+
RP11-7B3.4|13|ENSG00000217780	13	287087	300559	-
RP11-7G12.1|1|ENSG00000220565	1	953518	954330	+
RP11-7G23.1|9|ENSG00000217356	9	197355	197565	-
RP11-7G23.4|9|ENSG00000216498	9	143654	144362	+
RP11-7G23.5|9|ENSG00000220466	9	151225	151564	-
RP11-7G23.6|9|ENSG00000216698	9	143882	144220	-
RP11-7G23.7|9|ENSG00000219827	9	141458	141797	-
RP11-7G23.9|9|ENSG00000217098	9	846204	846693	-
RP11-7N10.1|9|ENSG00000216311	9	316134	317649	+
RP11-80B9.2|1|ENSG00000219012	1	728217	730330	-
RP11-80H12.2|9|ENSG00000217715	9	250779	251787	+
RP11-80I15.1|9|ENSG00000216320	9	397821	398168	+
RP11-810H18.1|1|ENSG00000219178	1	296321	305021	-
RP11-812I20.2|6|ENSG00000216813	6	770265	770661	+
RP11-81C12.1|X|ENSG00000218923	X	365830	367553	+
RP11-82K18.2|1|ENSG00000219691	1	626009	626483	+
RP11-83L6.2|9|ENSG00000220612	9	736487	737363	-
RP11-84O12.3|1|ENSG00000220882	1	614715	615035	+
RP11-84P7.1|9|ENSG00000219752	9	512346	513771	-
RP11-85G18.4|10|ENSG00000220893	10	313278	318721	-
RP11-85L21.1|X|ENSG00000217144	X	803850	805311	-
RP11-85L21.5|X|ENSG00000217976	X	863761	864382	-
RP11-86H7.2|1|ENSG00000217711	1	522503	523742	-
RP11-86H7.3|1|ENSG00000217640	1	500118	501020	-
RP11-86L19.2|9|ENSG00000218103	9	756686	758783	+
RP11-87C7.2|13|ENSG00000220042	13	445839	446650	-
RP11-87H9.1|9|ENSG00000216215	9	926610	961263	-
RP11-87H9.2|9|ENSG00000218960	9	879424	898758	+
RP11-87M1.1|9|ENSG00000216892	9	720392	721667	-
RP11-87N24.1|9|ENSG00000218032	9	218900	219166	+
RP11-87O11.1|1|ENSG00000220776	1	496549	497218	+
RP11-885N19.5|9|ENSG00000219468	9	368783	369065	+
RP11-88M19.3|9|ENSG00000219447	9	332805	334095	+
RP11-89F3.3|1|ENSG00000216652	1	246597	246998	+
RP11-89K18.1|10|ENSG00000218235	10	968213	968633	+
RP11-8I8.1|9|ENSG00000217636	9	596556	597705	+
RP11-8J9.1|1|ENSG00000217880	1	863300	863798	-
RP11-8J9.5|1|ENSG00000217954	1	939582	940530	+
RP11-8L18.3|10|ENSG00000219737	10	555299	555541	-
RP11-90C4.4|1|ENSG00000217577	1	18427	18709	-
RP11-90H3.1|1|ENSG00000216246	1	122274	124052	+
RP11-90H3.2|1|ENSG00000219010	1	121228	121965	-
RP11-90M5.1|13|ENSG00000122043	13	912295	926878	+
RP11-90M5.2|13|ENSG00000219486	13	842349	842559	-
RP11-90O23.1|1|ENSG00000217902	1	317343	318136	-
RP11-91A18.1|1|ENSG00000218301	1	955562	955903	+
RP11-91G11.1|1|ENSG00000218680	1	895034	896875	+
RP11-91I11.1|1|ENSG00000218593	1	340405	340555	+
RP11-92C4.4|9|ENSG00000216332	9	165701	167048	+
RP11-92J19.1|10|ENSG00000218688	10	324322	325924	-
RP11-92J19.2|10|ENSG00000216956	10	326150	326614	-
RP11-92K2.2|1|ENSG00000217689	1	982631	983096	+
RP11-93B14.6|20|ENSG00000167046	20	795846	798423	-
RP11-93G23.1|1|ENSG00000218012	1	1485222	1485650	+
RP11-93H12.3|10|ENSG00000216996	10	110206	110613	+
RP11-93L14.1|10|ENSG00000217290	10	1415013	1415772	+
RP11-93P10.1|9|ENSG00000220298	9	322604	323933	+
RP11-93P10.2|9|ENSG00000217070	9	325737	326232	+
RP11-94F13.1|1|ENSG00000218441	1	247885	249199	-
RP11-94I2.1|1|ENSG00000216683	1	160665	174882	+
RP11-94N9.1|13|ENSG00000220245	13	187563	187782	+
RP11-95K23.2|9|ENSG00000219617	9	854186	854495	-
RP11-95K23.7|9|ENSG00000220618	9	716587	720237	-
RP11-95M15.2|6|ENSG00000220412	6	149370	151148	-
RP11-96B5.2|10|ENSG00000217701	10	224676	225041	-
RP11-96F3.2|6|ENSG00000217783	6	500577	501276	-
RP11-96F8.1|10|ENSG00000217685	10	693861	693965	+
RP11-96J15.1|9|ENSG00000216704	9	119502	119880	-
RP11-96J19.1|6|ENSG00000218261	6	764157	764515	+
RP11-96J19.2|6|ENSG00000218049	6	754324	754663	+
RP11-96K19.3|1|ENSG00000220958	1	460022	467852	-
RP11-97C18.1|1|ENSG00000220951	1	157102	158341	+
RP11-97E23.3|13|ENSG00000217109	13	584510	586145	-
RP11-97N5.2|X|ENSG00000218798	X	619321	623982	-
RP11-98D18.7|1|ENSG00000220886	1	560108	560891	+
RP11-98F14.4|13|ENSG00000218655	13	795093	796731	+
RP11-98I6.2|10|ENSG00000217727	10	213944	215507	+
RP11-98L5.4|9|ENSG00000218234	9	658937	662910	+
RP11-98O17.1|9|ENSG00000218592	9	792393	795625	+
RP11-9E13.4|10|ENSG00000219515	10	727391	727828	+
RP11-9G10.1|6|ENSG00000217178	6	914706	915100	+
RP13-100A9.1|X|ENSG00000218277	X	740253	740922	-
RP13-100A9.2|X|ENSG00000219656	X	769123	769423	-
RP13-102H20.1|X|ENSG00000147256	X	681394	713035	+
RP13-125M24.2|X|ENSG00000217802	X	137467	139310	-
RP13-130D24.1|X|ENSG00000217460	X	292172	294932	-
RP13-136L2.1|X|ENSG00000217714	X	334941	336157	-
RP13-138P15.2|X|ENSG00000216878	X	737019	737193	-
RP13-13A3.1|X|ENSG00000217820	X	830763	831273	-
RP13-140E4.1|X|ENSG00000215036	X	179031	180540	-
RP13-140E4.2|X|ENSG00000217151	X	252508	253569	+
RP13-146A14.1|X|ENSG00000219449	X	548591	549034	-
RP13-150K15.1|X|ENSG00000219938	X	314914	317071	+
RP13-158L7.1|X|ENSG00000219856	X	621633	623091	-
RP13-158L7.2|X|ENSG00000217692	X	653131	654438	-
RP13-158L7.3|X|ENSG00000216293	X	729162	730054	+
RP13-15M17.1|1|ENSG00000219947	1	721914	722472	+
RP13-16H11.6|10|ENSG00000219343	10	781550	782760	+
RP13-172P16.1|X|ENSG00000217194	X	870656	871195	+
RP13-178D16.1|X|ENSG00000216820	X	855904	857160	+
RP13-198D9.3|9|ENSG00000217979	9	100790	101516	+
RP13-204A15.1|X|ENSG00000218897	X	804474	804584	-
RP13-204A15.2|X|ENSG00000219901	X	777042	779428	+
RP13-204A15.3|X|ENSG00000217909	X	832530	833998	-
RP13-204A15.4|X|ENSG00000220820	X	792482	803396	+
RP13-210D15.1|X|ENSG00000220518	X	930346	943847	+
RP13-210D15.6|X|ENSG00000218925	X	965424	965979	+
RP13-211P9.1|X|ENSG00000219879	X	1001	1592	-
RP13-213K19.1|X|ENSG00000219372	X	540734	541674	+
RP13-221M14.3|1|ENSG00000217093	1	336847	339645	-
RP13-221M14.4|1|ENSG00000217992	1	346073	347359	-
RP13-222H17.1|X|ENSG00000217212	X	700253	701413	-
RP13-225O21.5|9|ENSG00000220303	9	57987	58876	-
RP13-228J13.10|X|ENSG00000216513	X	130816	131059	+
RP13-228J13.5|X|ENSG00000217796	X	169322	170281	+
RP13-228J13.6|X|ENSG00000219157	X	110907	111900	-
RP13-228J13.8|X|ENSG00000217040	X	112716	113987	+
RP13-228J13.9|X|ENSG00000218999	X	32455	33172	-
RP13-238F13.4|10|ENSG00000213696	10	439837	440592	-
RP13-238N7.2|X|ENSG00000217232	X	445347	446357	-
RP13-24G8.2|X|ENSG00000219229	X	562124	562351	+
RP13-258O15.1|X|ENSG00000217697	X	898215	898650	-
RP13-26D14.2|X|ENSG00000219245	X	746426	747314	-
RP13-278H16.2|X|ENSG00000217150	X	329224	329563	+
RP13-313G19.2|X|ENSG00000219134	X	559291	561455	+
RP13-331H15.1|10|ENSG00000218535	10	886463	887025	+
RP13-339K12.1|X|ENSG00000217907	X	314104	314589	-
RP13-33H18.1|X|ENSG00000219963	X	740746	742302	+
RP13-346H10.2|X|ENSG00000220783	X	794800	795613	+
RP13-347D8.1|X|ENSG00000219493	X	443245	444226	+
RP13-348B13.1|X|ENSG00000219051	X	507252	507468	-
RP13-34L8.1|X|ENSG00000218447	X	390216	390774	-
